,CNPJ_FUNDO,DT_COMPTC,VL_TOTAL,VL_QUOTA,VL_PATRIM_LIQ,CAPTC_DIA,RESG_DIA,NR_COTST,rentabilidade,DENOM_SOCIAL,TAXA_PERFM,TAXA_ADM,CNPJ_CONTROLADOR,CONTROLADOR,dolar
0,00.524.617/0001-06,2019-03-06,6177738.75,9.307877,6183613.95,0.0,0.0,85,1.440157580888357,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8297
1,00.822.954/0001-80,2019-03-06,172349288.68,10.320632,172277782.23,0.0,0.0,110,1.458604229404692,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8297
2,01.623.535/0001-81,2019-03-06,760582484.77,80.212807,760707975.22,0.0,6845526.26,334,1.4593238557712107,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8297
3,02.222.178/0001-02,2019-03-06,140417135.33,5.871192,140542005.91,14.43,35987.37,1753,1.4543386597855257,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8297
4,02.543.933/0001-50,2019-03-06,57368633.13,5.024305,57361299.55,246158.57,123726.74,2016,1.4382030311787641,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8297
5,03.319.016/0001-50,2019-03-06,240785158.15,3.239303058,240351043.18,457028.36,250324.85,42,1.4608280398321627,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8297
6,04.061.044/0001-82,2019-03-06,380636784.56,16.614913,380615996.58,265164.8,508876.91,861,1.437823813635264,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8297
7,04.128.893/0001-06,2019-03-06,77290122.73,2.319007,77272910.92,467716.56,393060.02,2017,1.4371310394059478,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8297
8,04.244.149/0001-77,2019-03-06,72309835.23,2.4252061,72302936.4,0.0,4000.0,206,1.4333637551798173,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8297
9,05.114.733/0001-70,2019-03-06,61888607.05,2.342324,61883029.72,28293.62,139144.45,1318,1.459875830636559,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8297
10,00.524.617/0001-06,2019-03-07,6258387.91,9.436202,6263858.48,0.0,5007.42,85,1.3786709901731697,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8481
11,00.822.954/0001-80,2019-03-07,176620153.45,10.464744,176544935.2,1866546.0,5000.0,110,1.3963485957061428,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8481
12,01.623.535/0001-81,2019-03-07,771193955.34,81.333995,771202167.34,277215.0,415945.77,335,1.3977668179596447,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8481
13,02.222.178/0001-02,2019-03-07,142269194.83,5.952957,142473972.24,60000.0,85291.04,1753,1.3926473533824035,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8481
14,02.543.933/0001-50,2019-03-07,58025441.84,5.0934476,58019220.16,200353.73,331816.81,2026,1.3761624742128609,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8481
15,03.319.016/0001-50,2019-03-07,246984197.68,3.284714225,245870249.97,3071287.22,921515.53,42,1.4018807807392397,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8481
16,04.061.044/0001-82,2019-03-07,382066441.86,16.805822,382045349.38,976000.0,3920025.14,853,1.1490219659892054,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8481
17,04.128.893/0001-06,2019-03-07,77690120.64,2.345637,77669711.07,89137.5,579690.28,2015,1.1483363353366194,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8481
18,04.244.149/0001-77,2019-03-07,73108315.83,2.4573473,73098283.39,0.0,162880.09,204,1.3252976726390253,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8481
19,05.114.733/0001-70,2019-03-07,62832195.7,2.375047,62823454.35,128976.64,53074.62,1321,1.3970313244452859,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8481
20,00.524.617/0001-06,2019-03-08,6226917.58,9.394512,6234184.4,0.0,2000.0,85,-0.44180910921575167,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8672
21,00.822.954/0001-80,2019-03-08,175722446.68,10.418804,175765707.93,0.0,4196.23,110,-0.4389978388386728,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8672
22,01.623.535/0001-81,2019-03-08,753783444.89,80.976499,767837638.79,45000.0,19784.25,336,-0.43954068652350964,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8672
23,02.222.178/0001-02,2019-03-08,141613090.63,5.926576,141696747.92,38011.92,183842.31,1750,-0.4431579129498098,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8672
24,02.543.933/0001-50,2019-03-08,57469995.3,5.0708795,57470972.49,132900.03,424076.09,2039,-0.4430810282607056,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8672
25,03.319.016/0001-50,2019-03-08,246489063.77,3.270200197,245614521.13,1504052.2,673364.59,42,-0.4418657760097866,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8672
26,04.061.044/0001-82,2019-03-08,379352200.75,16.769816,379330922.02,814100.0,2709991.41,850,-0.214247181720717,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8672
27,04.128.893/0001-06,2019-03-08,77438434.72,2.340591,77414878.46,218834.44,306581.79,2014,-0.2151228003310024,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8672
28,04.244.149/0001-77,2019-03-08,72899772.79,2.4486424,72887584.26,61243.34,13000.0,204,-0.35423971206673954,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8672
29,05.114.733/0001-70,2019-03-08,61709429.47,2.364562,61699510.45,143691.0,990288.6,1316,-0.4414649478515664,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8672
30,00.524.617/0001-06,2019-03-11,6188070.25,9.332388,6192958.44,0.0,0.0,85,-0.6612796918030517,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8455
31,00.822.954/0001-80,2019-03-11,174616949.76,10.349991,174604831.46,0.0,0.0,110,-0.6604692822707925,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8455
32,01.623.535/0001-81,2019-03-11,747682332.4,80.441611,749105878.85,192000.0,13851828.88,335,-0.6605472039486582,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8455
33,02.222.178/0001-02,2019-03-11,140685535.82,5.887207,140707534.26,22669.76,70627.87,1747,-0.6642790035933044,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8455
34,02.543.933/0001-50,2019-03-11,57233475.57,5.0372884,57211934.07,227200.0,105532.22,2068,-0.6624314381755592,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8455
35,03.319.016/0001-50,2019-03-11,244716196.46,3.248621172,243967910.72,676229.97,702107.17,42,-0.6598686227159978,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8455
36,04.061.044/0001-82,2019-03-11,375004999.76,16.665579,374983666.32,221000.0,2210434.02,849,-0.6215750965901878,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8455
37,04.128.893/0001-06,2019-03-11,76960046.32,2.326018,76933329.78,187220.71,186768.47,2022,-0.6226205261833373,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8455
38,04.244.149/0001-77,2019-03-11,72266208.69,2.4337232,72253564.49,0.0,189928.16,203,-0.6092845570263794,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8455
39,05.114.733/0001-70,2019-03-11,61170510.89,2.348954,61158056.31,16175.95,150373.62,1316,-0.6600799640694488,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8455
40,00.524.617/0001-06,2019-03-12,6142117.23,9.262532,6146602.24,0.0,0.0,85,-0.7485329585525169,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8123
41,00.822.954/0001-80,2019-03-12,171376678.37,10.272527,171375375.37,0.0,1922626.89,109,-0.7484450952662591,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8123
42,01.623.535/0001-81,2019-03-12,740920049.15,79.840026,742092027.98,24750.0,1436394.44,333,-0.7478529986178373,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8123
43,02.222.178/0001-02,2019-03-12,139549618.78,5.842925,139638537.2,6633.65,17271.61,1745,-0.752173314102933,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8123
44,02.543.933/0001-50,2019-03-12,56925475.08,4.9994232,56899767.93,157453.86,39558.54,2082,-0.7516980762904191,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8123
45,03.319.016/0001-50,2019-03-12,243086592.5,3.224299363,242708064.62,889854.68,323159.45,42,-0.7486809853248122,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8123
46,04.061.044/0001-82,2019-03-12,370470039.27,16.533226,370448702.95,432000.0,1988952.79,847,-0.7941698275229503,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8123
47,04.128.893/0001-06,2019-03-12,76266765.35,2.30752,76236940.96,79266.83,163832.03,2022,-0.795264697005793,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8123
48,04.244.149/0001-77,2019-03-12,71727391.39,2.4155024,71712615.23,0.0,0.0,203,-0.7486800470982269,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8123
49,05.114.733/0001-70,2019-03-12,60577389.02,2.331422,60569234.34,70840.0,203192.89,1305,-0.7463747693654321,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8123
50,00.524.617/0001-06,2019-03-13,6144517.64,9.265546,6148602.23,0.0,0.0,85,0.032539698648270665,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8259
51,00.822.954/0001-80,2019-03-13,171461959.87,10.276553,171442539.59,0.0,0.0,109,0.03919191451138282,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8259
52,01.623.535/0001-81,2019-03-13,738968305.59,79.871268,741247409.97,65000.0,1200000.0,335,0.039130748780080715,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8259
53,02.222.178/0001-02,2019-03-13,139552594.39,5.844978,139606015.67,10609.61,92197.61,1743,0.035136511250777325,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8259
54,02.543.933/0001-50,2019-03-13,57108322.31,5.0009595,57111770.97,312850.0,118332.32,2087,0.03072954496030622,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8259
55,03.319.016/0001-50,2019-03-13,243505540.53,3.225487293,242755795.18,643988.77,685679.28,42,0.036843042976464346,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8259
56,04.061.044/0001-82,2019-03-13,370023141.47,16.552309,370001808.26,18838.2,893312.25,847,0.11542212028070598,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8259
57,04.128.893/0001-06,2019-03-13,77203770.59,2.310164,77170855.98,904302.19,57740.9,2029,0.11458188878104014,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8259
58,04.244.149/0001-77,2019-03-13,71752020.18,2.4165971,71735115.73,0.0,10000.0,203,0.045319764534301754,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8259
59,05.114.733/0001-70,2019-03-13,60646213.9,2.332263,60635554.61,58500.0,14014.74,1305,0.03607240559626579,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8259
60,00.524.617/0001-06,2019-03-14,6197885.85,9.345365,6201569.9,0.0,0.0,85,0.8614602960257178,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8321
61,00.822.954/0001-80,2019-03-14,172975646.08,10.366475,172952605.5,9900.0,0.0,110,0.8750210308845707,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8321
62,01.623.535/0001-81,2019-03-14,743001836.4,80.570632,745497451.13,92000.0,2332428.32,333,0.8756139942588614,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8321
63,02.222.178/0001-02,2019-03-14,140772031.06,5.895932,140817938.08,60014.71,65117.3,1743,0.8717569167925099,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8321
64,02.543.933/0001-50,2019-03-14,57575501.8,5.0440955,57581237.42,121038.0,144191.45,2096,0.8625544757961068,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8321
65,03.319.016/0001-50,2019-03-14,245640808.15,3.2535498439999997,244924411.73,700237.26,643657.24,42,0.8700251605672449,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8321
66,04.061.044/0001-82,2019-03-14,372585260.83,16.673803,372563800.94,102000.0,255818.66,848,0.7340003137930706,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8321
67,04.128.893/0001-06,2019-03-14,78233545.26,2.327106,78197457.1,536055.72,75400.85,2031,0.7333678474775063,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8321
68,04.244.149/0001-77,2019-03-14,72127345.81,2.4361431,72108122.77,0.0,207201.45,203,0.8088232829543518,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8321
69,05.114.733/0001-70,2019-03-14,61165658.8,2.352686,61152525.76,6082.0,20077.32,1306,0.8756731123376493,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8321
70,00.524.617/0001-06,2019-03-15,6151893.64,9.277709,6155174.05,0.0,1500.0,85,-0.7239524619958582,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8338
71,00.822.954/0001-80,2019-03-15,174791393.74,10.291473,174764702.91,6414920.0,3351500.05,111,-0.7235053381211998,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8338
72,01.623.535/0001-81,2019-03-15,761581099.54,79.987848,761563608.26,24040000.0,2581500.0,335,-0.7233206263046355,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8338
73,02.222.178/0001-02,2019-03-15,139704812.27,5.853042,139727485.14,33.94,66082.53,1742,-0.7274507236514904,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8338
74,02.543.933/0001-50,2019-03-15,57278173.67,5.0074594,57237830.58,106700.0,31884.54,2100,-0.7263165417863315,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8338
75,03.319.016/0001-50,2019-03-15,244058726.58,3.2300721969999997,243155316.1,820335.08,822053.81,42,-0.721600962815927,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8338
76,04.061.044/0001-82,2019-03-15,371181448.79,16.584829,371159766.69,2141809.67,1557787.69,848,-0.5336155165081458,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8338
77,04.128.893/0001-06,2019-03-15,78005191.46,2.314663,77965894.45,347410.65,160852.7,2036,-0.5346984623820439,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8338
78,04.244.149/0001-77,2019-03-15,71669450.9,2.4207771,71649301.67,0.0,4000.0,203,-0.6307511245952524,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8338
79,05.114.733/0001-70,2019-03-15,60749065.58,2.335647,60733340.3,109850.0,86159.62,1303,-0.724236043398907,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8338
80,00.524.617/0001-06,2019-03-18,6112041.4,9.217036,6114920.83,0.0,0.0,85,-0.6539653270004386,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8105
81,00.822.954/0001-80,2019-03-18,177093921.27,10.224274,177063558.95,3450000.0,10003.67,112,-0.6529580362305776,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8105
82,01.623.535/0001-81,2019-03-18,756592495.53,79.465315,756536464.53,21000.0,73119.36,336,-0.6532654810265659,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8105
83,02.222.178/0001-02,2019-03-18,138735463.5,5.814571,138758216.46,434.65,51304.71,1742,-0.6572821449085886,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8105
