,CNPJ_FUNDO,DT_COMPTC,VL_TOTAL,VL_QUOTA,VL_PATRIM_LIQ,CAPTC_DIA,RESG_DIA,NR_COTST,rentabilidade,DENOM_SOCIAL,TAXA_PERFM,TAXA_ADM,CNPJ_CONTROLADOR,CONTROLADOR,dolar
229,05.114.733/0001-70,2019-04-05,59901810.37,2.369231,59885325.85,17645.39,13036.03,1341,0.3467533853668048,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8616
230,00.524.617/0001-06,2019-04-08,6176038.18,9.359609,6179636.13,0.0,0.0,84,-0.4791977947990911,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8652
231,00.822.954/0001-80,2019-04-08,173659497.54,10.393481,173641311.93,0.0,0.0,111,-0.4768044507111102,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8652
232,01.623.535/0001-81,2019-04-08,701786237.42,80.779029,714136149.76,10000.0,650035.76,339,-0.4765098577489413,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8652
233,02.222.178/0001-02,2019-04-08,113941212.12,5.907285,139222015.33,632.28,40522.6,1715,-0.48042370685544844,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8652
234,02.543.933/0001-50,2019-04-08,56657050.73,5.0475734,56629927.7,182909.21,51169.79,2238,-0.48085139439135727,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8652
235,03.319.016/0001-50,2019-04-08,246487672.26,3.25984512,246171406.68,430557.0,258257.44,41,-0.47599090595177307,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8652
236,04.061.044/0001-82,2019-04-08,374573124.64,16.716936,374548864.15,558404.6,165875.75,842,-0.40713067895108423,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8652
237,04.128.893/0001-06,2019-04-08,79342935.0,2.332862,79315285.11,107443.38,30564.19,2078,-0.4082096153386394,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8652
238,04.244.149/0001-77,2019-04-08,71611813.78,2.4448353,71599078.06,0.0,2000.0,203,-0.4396911997214703,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8652
239,05.114.733/0001-70,2019-04-08,59598742.27,2.35783,59579755.76,41126.25,58523.9,1339,-0.4812109920898422,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8652
240,00.524.617/0001-06,2019-04-09,6190044.46,9.380214,6193240.67,0.0,0.0,84,0.2201480852458637,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8557
241,00.822.954/0001-80,2019-04-09,174059624.83,10.417213,174037788.19,0.0,0.0,111,0.2283354344901456,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8557
242,01.623.535/0001-81,2019-04-09,703210723.36,80.96333,703416705.5,30000.0,12378780.27,337,0.2281545127263307,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8557
243,02.222.178/0001-02,2019-04-09,114294354.76,5.920525,114330340.28,17018.24,25220741.93,1713,0.22413003604870863,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8557
244,02.543.933/0001-50,2019-04-09,56827428.08,5.0586034,56806504.81,188800.0,135971.1,2237,0.21852084409510475,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8557
245,03.319.016/0001-50,2019-04-09,247258273.0,3.26722695,245807253.05,467276.69,1388878.7,41,0.22644726139626759,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8557
246,04.061.044/0001-82,2019-04-09,375053501.58,16.745585,375029065.06,224400.0,386096.82,843,0.17137709924832656,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8557
247,04.128.893/0001-06,2019-04-09,79476412.9,2.336837,79445385.41,36142.35,41188.64,2076,0.17039156195266525,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8557
248,04.244.149/0001-77,2019-04-09,71832713.23,2.4496426,71814866.19,100000.0,25000.0,203,0.19663083235095247,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8557
249,05.114.733/0001-70,2019-04-09,60206867.36,2.363178,60197367.73,517520.62,35050.18,1340,0.22681872738916642,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8557
250,00.524.617/0001-06,2019-04-10,6130282.96,9.290158,6133781.47,0.0,0.0,84,-0.9600633844814244,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8339
251,00.822.954/0001-80,2019-04-10,172385318.31,10.317046,172364333.83,0.0,0.0,111,-0.9615527684804115,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8339
252,01.623.535/0001-81,2019-04-10,696932910.82,80.185882,696870807.69,470000.0,261356.67,336,-0.9602470649366701,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8339
253,02.222.178/0001-02,2019-04-10,113176402.72,5.86356,113187299.77,6798.05,49801.31,1712,-0.9621612948175984,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8339
254,02.543.933/0001-50,2019-04-10,56441120.52,5.009959,56406943.95,208500.0,61798.9,2247,-0.9616171926029926,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8339
255,03.319.016/0001-50,2019-04-10,244303602.92,3.23602982,243468419.0,772806.71,764549.17,41,-0.9548504122127155,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8339
256,04.061.044/0001-82,2019-04-10,371245871.42,16.594566,371221207.52,148000.0,573689.54,843,-0.9018436799908658,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8339
257,04.128.893/0001-06,2019-04-10,78819524.18,2.315732,78785124.12,68284.86,11040.03,2082,-0.9031438649764634,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8339
258,04.244.149/0001-77,2019-04-10,71144992.07,2.4266949,71126938.85,0.0,15181.43,202,-0.9367774711298571,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8339
259,05.114.733/0001-70,2019-04-10,59569120.6,2.340505,59559916.96,100628.0,160512.18,1345,-0.9594283629925537,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8339
260,00.524.617/0001-06,2019-04-11,6197812.4,9.391833,6200911.9,0.0,0.0,84,1.0944377910472536,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8393
261,00.822.954/0001-80,2019-04-11,172700320.84,10.431542,172662199.46,0.0,1614984.72,110,1.1097750266888529,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8393
262,01.623.535/0001-81,2019-04-11,702489704.23,81.07593,704610947.39,5000.0,0.0,337,1.1099809315559872,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8393
263,02.222.178/0001-02,2019-04-11,114439725.58,5.928425,114419180.85,8400.0,28640.01,1710,1.1062392130378074,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8393
264,02.543.933/0001-50,2019-04-11,56285899.6,5.0646589,56279398.06,117458.31,860868.69,2248,1.0918233063384353,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8393
265,03.319.016/0001-50,2019-04-11,246563443.8,3.271623303,245224715.2,337833.16,1259475.53,41,1.0999120830104125,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8393
266,04.061.044/0001-82,2019-04-11,373935195.48,16.757675,373910440.33,105000.0,1064524.42,842,0.9829060910661935,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8393
267,04.128.893/0001-06,2019-04-11,79576291.78,2.338478,79538557.02,17941.07,38365.61,2082,0.982238013725234,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8393
268,04.244.149/0001-77,2019-04-11,71864560.04,2.4511734,71844408.99,0.0,0.0,202,1.008717659562386,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8393
269,05.114.733/0001-70,2019-04-11,60170372.29,2.366256,60158570.68,85500.0,142158.38,1339,1.1002326421007513,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8393
270,00.524.617/0001-06,2019-04-12,6233411.48,9.44514,6236107.98,0.0,0.0,84,0.5675888828091447,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8679
271,00.822.954/0001-80,2019-04-12,173689334.29,10.491891,173661092.51,0.0,0.0,110,0.5785242488598463,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8679
272,01.623.535/0001-81,2019-04-12,706958304.7,81.546036,706994335.36,500000.0,2202179.92,335,0.5798342368690701,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8679
273,02.222.178/0001-02,2019-04-12,115102805.35,5.962572,115094199.69,20003.72,4020.11,1710,0.575987720178639,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8679
274,02.543.933/0001-50,2019-04-12,56646899.3,5.0933877,56607430.31,165500.0,156706.54,2250,0.5672405697449756,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8679
275,03.319.016/0001-50,2019-04-12,246960528.82,3.290611203,245796469.76,224632.67,1076117.26,41,0.5803816100279136,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8679
276,04.061.044/0001-82,2019-04-12,376325170.81,16.858922,376300118.15,218000.0,87410.13,843,0.6041828594957277,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8679
277,04.128.893/0001-06,2019-04-12,79892775.7,2.352588,79851623.09,177010.0,343866.79,2077,0.6033839103895877,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8679
278,04.244.149/0001-77,2019-04-12,72099324.94,2.4649159,72077012.34,0.0,170192.38,201,0.5606498503941015,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8679
279,05.114.733/0001-70,2019-04-12,60734626.12,2.379947,60720330.21,222030.0,8331.16,1342,0.5785933559175449,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8679
280,00.524.617/0001-06,2019-04-15,6214511.61,9.416133,6216955.99,0.0,0.0,84,-0.3071103234044137,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8724
281,00.822.954/0001-80,2019-04-15,171946228.26,10.460081,171970576.74,0.0,1164000.0,110,-0.3031865275763934,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8724
282,01.623.535/0001-81,2019-04-15,704830782.36,81.299117,704722363.93,0.0,131221.02,332,-0.3027970605462782,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8724
283,02.222.178/0001-02,2019-04-15,114909557.94,5.944273,114968141.06,250035.98,22863.4,1709,-0.3068977615700019,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8724
284,02.543.933/0001-50,2019-04-15,56611200.47,5.0777044,56564551.3,208507.0,77084.25,2267,-0.3079149070077669,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8724
285,03.319.016/0001-50,2019-04-15,245441280.23,3.2805445489999996,244897458.87,300949.66,448018.82,41,-0.3059204925462744,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8724
286,04.061.044/0001-82,2019-04-15,375807576.7,16.817049,375782236.06,585578.42,168839.72,845,-0.2483729386730582,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8724
287,04.128.893/0001-06,2019-04-15,79594755.22,2.346718,79550182.98,86730.13,188930.49,2082,-0.24951245181901172,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8724
288,04.244.149/0001-77,2019-04-15,71899538.68,2.4584789,71875111.82,0.0,13673.87,200,-0.26114481228345365,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8724
289,05.114.733/0001-70,2019-04-15,60588913.79,2.372661,60572376.27,146085.0,108150.31,1345,-0.30614127121318946,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8724
290,00.524.617/0001-06,2019-04-16,6259761.09,9.484055,6261801.52,0.0,0.0,84,0.721336455209376,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8907
291,00.822.954/0001-80,2019-04-16,168310970.93,10.536795,168246960.71,200000.0,5184847.54,110,0.7333977624073729,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8907
292,01.623.535/0001-81,2019-04-16,707406188.14,81.895594,709983779.64,91000.0,0.0,332,0.7336820152671564,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8907
293,02.222.178/0001-02,2019-04-16,115676940.28,5.987663,115726484.35,15806.86,96677.9,1707,0.7299462861143802,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.8907
294,02.543.933/0001-50,2019-04-16,57037591.49,5.1142867,56988586.68,160000.0,143482.86,2270,0.7204495795383403,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.8907
295,03.319.016/0001-50,2019-04-16,247600718.28,3.3046268839999997,247288869.21,800958.18,207329.42,41,0.7340956551661781,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.8907
296,04.061.044/0001-82,2019-04-16,377845833.97,16.936107,377826312.42,8968.0,625284.22,843,0.70796011832992,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8907
297,04.128.893/0001-06,2019-04-16,80156554.66,2.36335,80111631.52,57283.39,59634.44,2081,0.7087344964328945,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.8907
298,04.244.149/0001-77,2019-04-16,72380998.44,2.4760773,72354453.75,20000.0,55156.61,199,0.7158247321138456,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.8907
299,05.114.733/0001-70,2019-04-16,60947451.92,2.389973,60940061.98,18000.0,92288.53,1338,0.7296449008096895,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.8907
300,00.524.617/0001-06,2019-04-17,6317030.39,9.570556,6318912.84,0.0,0.0,84,0.9120676756935842,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9219
301,00.822.954/0001-80,2019-04-17,168656636.48,10.633892,168618360.03,0.0,1179000.0,110,0.9215041196113161,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9219
302,01.623.535/0001-81,2019-04-17,714328990.8,82.649349,714360559.58,529620.27,2687427.78,333,0.9203852895920184,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9219
303,02.222.178/0001-02,2019-04-17,116644853.0,6.042556,116692675.86,10.36,94760.14,1706,0.9167683618800826,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9219
304,02.543.933/0001-50,2019-04-17,57643182.57,5.1606033,57584551.81,115700.0,35841.86,2282,0.9056316690263078,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.9219
305,03.319.016/0001-50,2019-04-17,250152312.57,3.3350260489999997,249569691.92,475254.04,469234.34,42,0.9198970433601295,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.9219
306,04.061.044/0001-82,2019-04-17,380501221.47,17.09382,380482387.91,213455.57,1075787.45,839,0.9312234505840067,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.9219
307,04.128.893/0001-06,2019-04-17,80911717.14,2.385345,80863807.88,74930.98,68329.89,2082,0.9306704466117921,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.9219
308,04.244.149/0001-77,2019-04-17,72907138.08,2.4986919,72878460.82,0.0,136824.61,199,0.9133236672376865,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.9219
309,05.114.733/0001-70,2019-04-17,61353133.44,2.411868,61341964.07,10600.0,166962.27,1336,0.9161191360739229,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.9219
310,00.524.617/0001-06,2019-04-18,6295546.71,9.537775,6297269.89,0.0,0.0,84,-0.3425192851909564,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9364
311,00.822.954/0001-80,2019-04-18,168082208.01,10.597441,168040369.79,0.0,0.0,110,-0.3427813635872856,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9364
312,01.623.535/0001-81,2019-04-18,711875631.26,82.366235,711758514.99,0.0,155011.42,332,-0.34254837264355853,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9364
